Gene stable ID	Pig gene stable ID	Pig homology type	Pig orthology confidence [0 low, 1 high]
ENSMUSG00000034518	ENSSSCG00000025780	ortholog_one2one	1
ENSMUSG00000004127	ENSSSCG00000009180	ortholog_one2one	1
ENSMUSG00000020484	ENSSSCG00000030996	ortholog_one2one	1
ENSMUSG00000033294	ENSSSCG00000009739	ortholog_one2one	1
ENSMUSG00000038538	ENSSSCG00000016510	ortholog_one2one	1
ENSMUSG00000019806	ENSSSCG00000004136	ortholog_one2one	1
ENSMUSG00000062591	ENSSSCG00000013545	ortholog_one2one	1
ENSMUSG00000024112	ENSSSCG00000034266	ortholog_one2one	1
ENSMUSG00000021975	ENSSSCG00000009681	ortholog_one2one	1
ENSMUSG00000031758	ENSSSCG00000038128	ortholog_one2one	1
ENSMUSG00000032366	ENSSSCG00000004570	ortholog_one2one	1
ENSMUSG00000000617	ENSSSCG00000014027	ortholog_one2one	1
ENSMUSG00000074785	ENSSSCG00000000907	ortholog_one2one	1
ENSMUSG00000030630	ENSSSCG00000001780	ortholog_one2one	1
ENSMUSG00000022094	ENSSSCG00000032622	ortholog_one2one	1
ENSMUSG00000000753	ENSSSCG00000017818	ortholog_one2one	1
ENSMUSG00000070003	ENSSSCG00000025955	ortholog_one2one	1
ENSMUSG00000046561	ENSSSCG00000009122	ortholog_one2one	1
ENSMUSG00000028063	ENSSSCG00000006496	ortholog_one2one	1
ENSMUSG00000068099	ENSSSCG00000057743	ortholog_one2one	1
ENSMUSG00000022335	ENSSSCG00000030947	ortholog_one2one	1
ENSMUSG00000004947	ENSSSCG00000025430	ortholog_one2one	1
ENSMUSG00000046733	ENSSSCG00000029592	ortholog_one2one	1
ENSMUSG00000000901	ENSSSCG00000010071	ortholog_one2one	1
ENSMUSG00000022176	ENSSSCG00000031874	ortholog_one2one	1
ENSMUSG00000024220	ENSSSCG00000001537	ortholog_one2one	1
ENSMUSG00000030092	ENSSSCG00000038152	ortholog_one2one	1
ENSMUSG00000020894	ENSSSCG00000034868	ortholog_one2one	1
ENSMUSG00000001095	ENSSSCG00000017763	ortholog_one2one	1
ENSMUSG00000039543	ENSSSCG00000010298	ortholog_one2one	1
ENSMUSG00000001211	ENSSSCG00000038081	ortholog_one2one	1
ENSMUSG00000018651	ENSSSCG00000025775	ortholog_one2one	1
ENSMUSG00000089678	ENSSSCG00000016829	ortholog_one2one	1
ENSMUSG00000016833	ENSSSCG00000038042	ortholog_one2one	1
ENSMUSG00000060036	ENSSSCG00000040494	ortholog_one2one	1
ENSMUSG00000035151	ENSSSCG00000009055	ortholog_one2one	1
ENSMUSG00000037544	ENSSSCG00000005056	ortholog_one2one	1
ENSMUSG00000045482	ENSSSCG00000007606	ortholog_one2one	1
ENSMUSG00000027803	ENSSSCG00000011704	ortholog_one2one	1
ENSMUSG00000030214	ENSSSCG00000057970	ortholog_one2one	1
ENSMUSG00000058655	ENSSSCG00000032028	ortholog_one2one	1
ENSMUSG00000067158	ENSSSCG00000016244	ortholog_one2one	1
ENSMUSG00000074182	ENSSSCG00000006939	ortholog_one2one	1
ENSMUSG00000002393	ENSSSCG00000013873	ortholog_one2one	1
ENSMUSG00000041375	ENSSSCG00000024240	ortholog_one2one	1
ENSMUSG00000029859	ENSSSCG00000016459	ortholog_one2one	1
ENSMUSG00000005705	ENSSSCG00000002775	ortholog_one2one	1
ENSMUSG00000055707	ENSSSCG00000013913	ortholog_one2one	1
ENSMUSG00000034177	ENSSSCG00000017640	ortholog_one2one	1
ENSMUSG00000027810	ENSSSCG00000011710	ortholog_one2one	1
ENSMUSG00000029836	ENSSSCG00000016711	ortholog_one2one	1
ENSMUSG00000039239	ENSSSCG00000010816	ortholog_one2one	1
ENSMUSG00000049482	ENSSSCG00000033920	ortholog_one2one	1
ENSMUSG00000020471	ENSSSCG00000016753	ortholog_one2one	1
ENSMUSG00000054387	ENSSSCG00000015284	ortholog_one2one	1
ENSMUSG00000021767	ENSSSCG00000010316	ortholog_one2one	1
ENSMUSG00000055027	ENSSSCG00000008215	ortholog_one2one	1
ENSMUSG00000039728	ENSSSCG00000037705	ortholog_one2one	1
ENSMUSG00000068391	ENSSSCG00000005933	ortholog_one2one	1
ENSMUSG00000064201	ENSSSCG00000037806	ortholog_one2one	1
ENSMUSG00000022314	ENSSSCG00000006014	ortholog_one2one	1
ENSMUSG00000025383	ENSSSCG00000033520	ortholog_one2one	1
ENSMUSG00000039234	ENSSSCG00000009112	ortholog_one2one	1
ENSMUSG00000020212	ENSSSCG00000000483	ortholog_one2one	1
ENSMUSG00000010476	ENSSSCG00000010757	ortholog_one2one	1
ENSMUSG00000001076	ENSSSCG00000000197	ortholog_one2one	1
ENSMUSG00000036273	ENSSSCG00000000784	ortholog_one2one	1
ENSMUSG00000042190	ENSSSCG00000031346	ortholog_one2one	1
ENSMUSG00000034783	ENSSSCG00000008319	ortholog_one2one	1
ENSMUSG00000030330	ENSSSCG00000044078	ortholog_one2one	1
ENSMUSG00000020739	ENSSSCG00000017207	ortholog_one2one	1
ENSMUSG00000040557	ENSSSCG00000007717	ortholog_one2one	1
ENSMUSG00000022053	ENSSSCG00000009655	ortholog_one2one	1
ENSMUSG00000068749	ENSSSCG00000006830	ortholog_one2one	1
ENSMUSG00000015023	ENSSSCG00000060523	ortholog_one2one	1
ENSMUSG00000033940	ENSSSCG00000011565	ortholog_one2one	1
ENSMUSG00000068327	ENSSSCG00000022499	ortholog_one2one	1
ENSMUSG00000004347	ENSSSCG00000016668	ortholog_one2one	1
ENSMUSG00000031555	ENSSSCG00000015808	ortholog_one2one	1
ENSMUSG00000022008	ENSSSCG00000009419	ortholog_one2one	1
ENSMUSG00000031776	ENSSSCG00000002819	ortholog_one2one	1
ENSMUSG00000031098	ENSSSCG00000023537	ortholog_one2one	1
ENSMUSG00000022390	ENSSSCG00000033036	ortholog_one2one	1
ENSMUSG00000028161	ENSSSCG00000009172	ortholog_one2one	1
ENSMUSG00000029101	ENSSSCG00000008698	ortholog_one2one	1
ENSMUSG00000048915	ENSSSCG00000036520	ortholog_one2one	1
ENSMUSG00000031803	ENSSSCG00000013886	ortholog_one2one	1
ENSMUSG00000045733	ENSSSCG00000053907	ortholog_one2one	1
ENSMUSG00000040043	ENSSSCG00000000402	ortholog_one2one	1
ENSMUSG00000024155	ENSSSCG00000025711	ortholog_one2one	1
ENSMUSG00000000738	ENSSSCG00000024756	ortholog_one2one	1
ENSMUSG00000030660	ENSSSCG00000025406	ortholog_one2one	1
ENSMUSG00000033214	ENSSSCG00000009488	ortholog_one2one	1
ENSMUSG00000052099	ENSSSCG00000037519	ortholog_one2one	1
ENSMUSG00000051359	ENSSSCG00000006059	ortholog_one2one	1
ENSMUSG00000023912	ENSSSCG00000001720	ortholog_one2one	1
ENSMUSG00000002325	ENSSSCG00000002002	ortholog_one2one	1
ENSMUSG00000018554	ENSSSCG00000017938	ortholog_one2one	1
ENSMUSG00000000776	ENSSSCG00000009622	ortholog_one2one	1
ENSMUSG00000023973	ENSSSCG00000001651	ortholog_one2one	1
ENSMUSG00000021969	ENSSSCG00000026744	ortholog_one2one	1
ENSMUSG00000018160	ENSSSCG00000017505	ortholog_one2one	1
ENSMUSG00000028933	ENSSSCG00000032315	ortholog_one2one	1
ENSMUSG00000026600	ENSSSCG00000021464	ortholog_one2one	1
ENSMUSG00000056076	ENSSSCG00000039390	ortholog_one2one	1
ENSMUSG00000036533	ENSSSCG00000021359	ortholog_one2one	1
ENSMUSG00000074141	ENSSSCG00000003192	ortholog_one2one	1
ENSMUSG00000024186	ENSSSCG00000036541	ortholog_one2one	1
ENSMUSG00000027245	ENSSSCG00000054394	ortholog_one2one	1
ENSMUSG00000019813	ENSSSCG00000004391	ortholog_one2one	1
ENSMUSG00000030232	ENSSSCG00000000587	ortholog_one2one	1
ENSMUSG00000037325	ENSSSCG00000009093	ortholog_one2one	1
ENSMUSG00000078651	ENSSSCG00000017384	ortholog_one2one	1
ENSMUSG00000001901	ENSSSCG00000017295	ortholog_one2one	1
ENSMUSG00000051154	ENSSSCG00000011082	ortholog_one2one	1
ENSMUSG00000078681	ENSSSCG00000005782	ortholog_one2one	1
ENSMUSG00000006542	ENSSSCG00000016200	ortholog_one2one	1
ENSMUSG00000021903	ENSSSCG00000011195	ortholog_one2one	1
ENSMUSG00000018765	ENSSSCG00000017953	ortholog_one2one	1
ENSMUSG00000022177	ENSSSCG00000033178	ortholog_one2one	1
ENSMUSG00000003360	ENSSSCG00000000176	ortholog_one2one	1
ENSMUSG00000027194	ENSSSCG00000013284	ortholog_one2one	1
ENSMUSG00000001507	ENSSSCG00000017578	ortholog_one2one	1
ENSMUSG00000034083	ENSSSCG00000040702	ortholog_one2one	1
ENSMUSG00000043964	ENSSSCG00000007770	ortholog_one2one	1
ENSMUSG00000043388	ENSSSCG00000007605	ortholog_one2one	1
ENSMUSG00000031783	ENSSSCG00000025454	ortholog_one2one	1
ENSMUSG00000037805	ENSSSCG00000001543	ortholog_one2one	1
ENSMUSG00000053253	ENSSSCG00000009480	ortholog_one2one	1
ENSMUSG00000025473	ENSSSCG00000010772	ortholog_one2one	1
ENSMUSG00000016181	ENSSSCG00000015611	ortholog_one2one	1
ENSMUSG00000021273	ENSSSCG00000026044	ortholog_one2one	1
ENSMUSG00000030306	ENSSSCG00000027447	ortholog_one2one	1
ENSMUSG00000038205	ENSSSCG00000006703	ortholog_one2one	1
ENSMUSG00000043635	ENSSSCG00000038180	ortholog_one2one	1
ENSMUSG00000047067	ENSSSCG00000028180	ortholog_one2one	1
ENSMUSG00000050967	ENSSSCG00000008166	ortholog_one2one	1
ENSMUSG00000037725	ENSSSCG00000009378	ortholog_one2one	1
ENSMUSG00000022023	ENSSSCG00000031627	ortholog_one2one	1
ENSMUSG00000046971	ENSSSCG00000004732	ortholog_one2one	1
ENSMUSG00000027900	ENSSSCG00000026922	ortholog_one2one	1
ENSMUSG00000013698	ENSSSCG00000032164	ortholog_one2one	1
ENSMUSG00000024045	ENSSSCG00000013837	ortholog_one2one	1
ENSMUSG00000031792	ENSSSCG00000002807	ortholog_one2one	1
ENSMUSG00000050558	ENSSSCG00000037063	ortholog_one2one	1
ENSMUSG00000042988	ENSSSCG00000039013	ortholog_one2one	1
ENSMUSG00000107499	ENSSSCG00000008270	ortholog_one2one	1
ENSMUSG00000022400	ENSSSCG00000034230	ortholog_one2one	1
ENSMUSG00000022132	ENSSSCG00000009500	ortholog_one2one	1
ENSMUSG00000002342	ENSSSCG00000033168	ortholog_one2one	1
ENSMUSG00000056755	ENSSSCG00000023891	ortholog_one2one	1
ENSMUSG00000038611	ENSSSCG00000029723	ortholog_one2one	1
ENSMUSG00000010057	ENSSSCG00000057050	ortholog_one2one	1
ENSMUSG00000003660	ENSSSCG00000008127	ortholog_one2one	1
ENSMUSG00000026189	ENSSSCG00000022758	ortholog_one2one	1
ENSMUSG00000042567	ENSSSCG00000011217	ortholog_one2one	1
ENSMUSG00000047228	ENSSSCG00000000659	ortholog_one2one	1
ENSMUSG00000029063	ENSSSCG00000038967	ortholog_one2one	1
ENSMUSG00000019891	ENSSSCG00000004254	ortholog_one2one	1
ENSMUSG00000015599	ENSSSCG00000001664	ortholog_one2one	1
ENSMUSG00000022565	ENSSSCG00000039094	ortholog_one2one	1
ENSMUSG00000028124	ENSSSCG00000037549	ortholog_one2one	1
ENSMUSG00000004285	ENSSSCG00000016577	ortholog_one2one	1
ENSMUSG00000044296	ENSSSCG00000052203	ortholog_one2one	1
ENSMUSG00000056121	ENSSSCG00000008503	ortholog_one2one	1
ENSMUSG00000030243	ENSSSCG00000000580	ortholog_one2one	1
ENSMUSG00000038079	ENSSSCG00000035161	ortholog_one2one	1
ENSMUSG00000007589	ENSSSCG00000001994	ortholog_one2one	1
ENSMUSG00000057322	ENSSSCG00000017239	ortholog_one2one	1
ENSMUSG00000051076	ENSSSCG00000006731	ortholog_one2one	1
ENSMUSG00000034994	ENSSSCG00000025675	ortholog_one2one	1
ENSMUSG00000040481	ENSSSCG00000033528	ortholog_one2one	1
ENSMUSG00000035566	ENSSSCG00000009446	ortholog_one2one	1
ENSMUSG00000027698	ENSSSCG00000011755	ortholog_one2one	1
ENSMUSG00000021950	ENSSSCG00000010370	ortholog_one2one	1
ENSMUSG00000004044	ENSSSCG00000035446	ortholog_one2one	1
ENSMUSG00000049532	ENSSSCG00000022705	ortholog_one2one	1
ENSMUSG00000032215	ENSSSCG00000024983	ortholog_one2one	1
ENSMUSG00000023829	ENSSSCG00000004041	ortholog_one2one	1
ENSMUSG00000033060	ENSSSCG00000040184	ortholog_one2one	1
ENSMUSG00000037568	ENSSSCG00000015589	ortholog_one2one	1
ENSMUSG00000096225	ENSSSCG00000003778	ortholog_one2one	1
ENSMUSG00000023990	ENSSSCG00000001621	ortholog_one2one	1
ENSMUSG00000038604	ENSSSCG00000002774	ortholog_one2one	1
ENSMUSG00000030287	ENSSSCG00000000555	ortholog_one2one	1
ENSMUSG00000020282	ENSSSCG00000007968	ortholog_one2one	1
ENSMUSG00000037887	ENSSSCG00000032911	ortholog_one2one	1
ENSMUSG00000028107	ENSSSCG00000026395	ortholog_one2one	1
ENSMUSG00000070972	ENSSSCG00000005460	ortholog_one2one	1
ENSMUSG00000052533	ENSSSCG00000005667	ortholog_one2one	1
ENSMUSG00000050105	ENSSSCG00000031074	ortholog_one2one	1
ENSMUSG00000028525	ENSSSCG00000003805	ortholog_one2one	1
ENSMUSG00000039194	ENSSSCG00000001836	ortholog_one2one	1
ENSMUSG00000031821	ENSSSCG00000056302	ortholog_one2one	1
ENSMUSG00000006587	ENSSSCG00000040145	ortholog_one2one	1
ENSMUSG00000038697	ENSSSCG00000010187	ortholog_one2one	1
ENSMUSG00000062866	ENSSSCG00000004132	ortholog_one2one	1
ENSMUSG00000028890	ENSSSCG00000037516	ortholog_one2one	1
ENSMUSG00000031616	ENSSSCG00000009031	ortholog_one2one	1
ENSMUSG00000053687	ENSSSCG00000021105	ortholog_one2one	1
ENSMUSG00000002885	ENSSSCG00000013775	ortholog_one2one	1
ENSMUSG00000007670	ENSSSCG00000013538	ortholog_one2one	1
ENSMUSG00000028438	ENSSSCG00000010984	ortholog_one2one	1
ENSMUSG00000038060	ENSSSCG00000011249	ortholog_one2one	1
ENSMUSG00000029822	ENSSSCG00000016715	ortholog_one2one	1
ENSMUSG00000028544	ENSSSCG00000003882	ortholog_one2one	1
ENSMUSG00000048787	ENSSSCG00000007854	ortholog_one2one	1
ENSMUSG00000112920	ENSSSCG00000029709	ortholog_one2one	1
ENSMUSG00000018012	ENSSSCG00000036973	ortholog_one2one	1
ENSMUSG00000074121	ENSSSCG00000003160	ortholog_one2one	1
ENSMUSG00000033192	ENSSSCG00000002828	ortholog_one2one	1
ENSMUSG00000056515	ENSSSCG00000037264	ortholog_one2one	1
ENSMUSG00000046402	ENSSSCG00000011664	ortholog_one2one	1
ENSMUSG00000029522	ENSSSCG00000029501	ortholog_one2one	1
ENSMUSG00000009293	ENSSSCG00000027165	ortholog_one2one	1
ENSMUSG00000040312	ENSSSCG00000001391	ortholog_one2one	1
ENSMUSG00000001249	ENSSSCG00000021867	ortholog_one2one	1
ENSMUSG00000032010	ENSSSCG00000015120	ortholog_one2one	1
ENSMUSG00000020079	ENSSSCG00000010251	ortholog_one2one	1
ENSMUSG00000043702	ENSSSCG00000011465	ortholog_one2one	1
ENSMUSG00000024082	ENSSSCG00000008494	ortholog_one2one	1
ENSMUSG00000063919	ENSSSCG00000009845	ortholog_one2one	1
ENSMUSG00000053093	ENSSSCG00000053614	ortholog_one2one	1
ENSMUSG00000020520	ENSSSCG00000017072	ortholog_one2one	1
ENSMUSG00000035237	ENSSSCG00000028350	ortholog_one2one	1
ENSMUSG00000015013	ENSSSCG00000002646	ortholog_one2one	1
ENSMUSG00000036686	ENSSSCG00000013761	ortholog_one2one	1
ENSMUSG00000044469	ENSSSCG00000034615	ortholog_one2one	1
ENSMUSG00000030403	ENSSSCG00000036317	ortholog_one2one	1
ENSMUSG00000020027	ENSSSCG00000053891	ortholog_one2one	1
ENSMUSG00000023089	ENSSSCG00000037869	ortholog_one2one	1
ENSMUSG00000042572	ENSSSCG00000006544	ortholog_one2one	1
ENSMUSG00000031558	ENSSSCG00000008749	ortholog_one2one	1
ENSMUSG00000020752	ENSSSCG00000023978	ortholog_one2one	1
ENSMUSG00000030225	ENSSSCG00000000599	ortholog_one2one	1
ENSMUSG00000036040	ENSSSCG00000026425	ortholog_one2one	1
ENSMUSG00000038587	ENSSSCG00000031733	ortholog_one2one	1
ENSMUSG00000038916	ENSSSCG00000038602	ortholog_one2one	1
ENSMUSG00000037206	ENSSSCG00000001910	ortholog_one2one	1
ENSMUSG00000024087	ENSSSCG00000033844	ortholog_one2one	1
ENSMUSG00000034252	ENSSSCG00000020702	ortholog_one2one	1
ENSMUSG00000050705	ENSSSCG00000025943	ortholog_one2one	1
ENSMUSG00000044433	ENSSSCG00000013583	ortholog_one2one	1
ENSMUSG00000059834	ENSSSCG00000029943	ortholog_one2one	1
ENSMUSG00000070883	ENSSSCG00000015935	ortholog_one2one	1
ENSMUSG00000024246	ENSSSCG00000008470	ortholog_one2one	1
ENSMUSG00000020740	ENSSSCG00000017211	ortholog_one2one	1
ENSMUSG00000031027	ENSSSCG00000030206	ortholog_one2one	1
ENSMUSG00000000295	ENSSSCG00000004224	ortholog_one2one	1
ENSMUSG00000026669	ENSSSCG00000035059	ortholog_one2one	1
ENSMUSG00000000182	ENSSSCG00000052449	ortholog_one2one	1
ENSMUSG00000046192	ENSSSCG00000016608	ortholog_one2one	1
ENSMUSG00000046070	ENSSSCG00000008013	ortholog_one2one	1
ENSMUSG00000034813	ENSSSCG00000000478	ortholog_one2one	1
ENSMUSG00000033152	ENSSSCG00000021397	ortholog_one2one	1
ENSMUSG00000061130	ENSSSCG00000008451	ortholog_one2one	1
ENSMUSG00000052707	ENSSSCG00000038870	ortholog_one2one	1
ENSMUSG00000036241	ENSSSCG00000034725	ortholog_one2one	1
ENSMUSG00000078532	ENSSSCG00000032193	ortholog_one2one	1
ENSMUSG00000053192	ENSSSCG00000030278	ortholog_one2one	1
ENSMUSG00000066149	ENSSSCG00000033177	ortholog_one2one	1
ENSMUSG00000022217	ENSSSCG00000002005	ortholog_one2one	1
ENSMUSG00000051184	ENSSSCG00000024661	ortholog_one2one	1
ENSMUSG00000028990	ENSSSCG00000033257	ortholog_one2one	1
ENSMUSG00000038506	ENSSSCG00000026536	ortholog_one2one	1
ENSMUSG00000005649	ENSSSCG00000003126	ortholog_one2one	1
ENSMUSG00000026961	ENSSSCG00000032509	ortholog_one2one	1
ENSMUSG00000053119	ENSSSCG00000008222	ortholog_one2one	1
ENSMUSG00000044681	ENSSSCG00000043069	ortholog_one2one	1
ENSMUSG00000035696	ENSSSCG00000005343	ortholog_one2one	1
ENSMUSG00000020280	ENSSSCG00000008385	ortholog_one2one	1
ENSMUSG00000018604	ENSSSCG00000009865	ortholog_one2one	1
ENSMUSG00000013707	ENSSSCG00000006634	ortholog_one2one	1
ENSMUSG00000031453	ENSSSCG00000009567	ortholog_one2one	1
ENSMUSG00000061731	ENSSSCG00000006009	ortholog_one2one	1
ENSMUSG00000041997	ENSSSCG00000015944	ortholog_one2one	1
ENSMUSG00000000340	ENSSSCG00000006866	ortholog_one2one	1
ENSMUSG00000022313	ENSSSCG00000030493	ortholog_one2one	1
ENSMUSG00000032127	ENSSSCG00000015107	ortholog_one2one	1
ENSMUSG00000005370	ENSSSCG00000020931	ortholog_one2one	1
ENSMUSG00000056069	ENSSSCG00000016782	ortholog_one2one	1
ENSMUSG00000027978	ENSSSCG00000009114	ortholog_one2one	1
ENSMUSG00000054423	ENSSSCG00000011489	ortholog_one2one	1
ENSMUSG00000071192	ENSSSCG00000037013	ortholog_one2one	1
ENSMUSG00000061126	ENSSSCG00000023607	ortholog_one2one	1
ENSMUSG00000034349	ENSSSCG00000011731	ortholog_one2one	1
ENSMUSG00000039252	ENSSSCG00000028927	ortholog_one2one	1
ENSMUSG00000075705	ENSSSCG00000032932	ortholog_one2one	1
ENSMUSG00000073421	ENSSSCG00000001457	ortholog_one2one	1
ENSMUSG00000064280	ENSSSCG00000015412	ortholog_one2one	1
ENSMUSG00000035456	ENSSSCG00000036555	ortholog_one2one	1
ENSMUSG00000019080	ENSSSCG00000005899	ortholog_one2one	1
ENSMUSG00000060862	ENSSSCG00000026276	ortholog_one2one	1
ENSMUSG00000006276	ENSSSCG00000013857	ortholog_one2one	1
ENSMUSG00000020273	ENSSSCG00000008389	ortholog_one2one	1
ENSMUSG00000000149	ENSSSCG00000055213	ortholog_one2one	1
ENSMUSG00000034610	ENSSSCG00000003859	ortholog_one2one	1
ENSMUSG00000037736	ENSSSCG00000008799	ortholog_one2one	1
ENSMUSG00000079020	ENSSSCG00000005930	ortholog_one2one	1
ENSMUSG00000057411	ENSSSCG00000008004	ortholog_one2one	1
ENSMUSG00000054679	ENSSSCG00000032781	ortholog_one2one	1
ENSMUSG00000038077	ENSSSCG00000060060	ortholog_one2one	1
ENSMUSG00000052861	ENSSSCG00000045529	ortholog_one2one	1
ENSMUSG00000004233	ENSSSCG00000027153	ortholog_one2one	1
ENSMUSG00000046811	ENSSSCG00000017914	ortholog_one2one	1
ENSMUSG00000030519	ENSSSCG00000004849	ortholog_one2one	1
ENSMUSG00000022150	ENSSSCG00000016857	ortholog_one2one	1
ENSMUSG00000020715	ENSSSCG00000039909	ortholog_one2one	1
ENSMUSG00000052468	ENSSSCG00000036441	ortholog_one2one	1
ENSMUSG00000003382	ENSSSCG00000024970	ortholog_one2one	1
ENSMUSG00000007021	ENSSSCG00000008036	ortholog_one2one	1
ENSMUSG00000029784	ENSSSCG00000016562	ortholog_one2one	1
ENSMUSG00000075040	ENSSSCG00000023097	ortholog_one2one	1
ENSMUSG00000032584	ENSSSCG00000027992	ortholog_one2one	1
ENSMUSG00000027999	ENSSSCG00000053405	ortholog_one2one	1
ENSMUSG00000090509	ENSSSCG00000037154	ortholog_one2one	1
ENSMUSG00000037843	ENSSSCG00000007338	ortholog_one2one	1
ENSMUSG00000034394	ENSSSCG00000040961	ortholog_one2one	1
ENSMUSG00000063239	ENSSSCG00000001523	ortholog_one2one	1
ENSMUSG00000041135	ENSSSCG00000024096	ortholog_one2one	1
ENSMUSG00000027660	ENSSSCG00000011746	ortholog_one2one	1
ENSMUSG00000035873	ENSSSCG00000036560	ortholog_one2one	1
ENSMUSG00000002733	ENSSSCG00000049025	ortholog_one2one	1
ENSMUSG00000019761	ENSSSCG00000028522	ortholog_one2one	1
ENSMUSG00000079469	ENSSSCG00000032619	ortholog_one2one	1
ENSMUSG00000025380	ENSSSCG00000052003	ortholog_one2one	1
ENSMUSG00000015652	ENSSSCG00000015301	ortholog_one2one	1
ENSMUSG00000063887	ENSSSCG00000011756	ortholog_one2one	1
ENSMUSG00000018167	ENSSSCG00000017499	ortholog_one2one	1
ENSMUSG00000028121	ENSSSCG00000006893	ortholog_one2one	1
ENSMUSG00000034462	ENSSSCG00000009217	ortholog_one2one	1
ENSMUSG00000062151	ENSSSCG00000004614	ortholog_one2one	1
ENSMUSG00000028382	ENSSSCG00000005466	ortholog_one2one	1
ENSMUSG00000074001	ENSSSCG00000011286	ortholog_one2one	1
ENSMUSG00000032383	ENSSSCG00000034137	ortholog_one2one	1
ENSMUSG00000024053	ENSSSCG00000003694	ortholog_one2one	1
ENSMUSG00000008730	ENSSSCG00000006760	ortholog_one2one	1
ENSMUSG00000030043	ENSSSCG00000036008	ortholog_one2one	1
ENSMUSG00000032123	ENSSSCG00000015110	ortholog_one2one	1
ENSMUSG00000041046	ENSSSCG00000031144	ortholog_one2one	1
ENSMUSG00000001156	ENSSSCG00000008334	ortholog_one2one	1
ENSMUSG00000042717	ENSSSCG00000016640	ortholog_one2one	1
ENSMUSG00000029992	ENSSSCG00000008339	ortholog_one2one	1
ENSMUSG00000041361	ENSSSCG00000004598	ortholog_one2one	1
ENSMUSG00000038676	ENSSSCG00000063152	ortholog_one2one	1
ENSMUSG00000020538	ENSSSCG00000033626	ortholog_one2one	1
ENSMUSG00000026824	ENSSSCG00000036078	ortholog_one2one	1
ENSMUSG00000055204	ENSSSCG00000024592	ortholog_one2one	1
ENSMUSG00000074220	ENSSSCG00000002933	ortholog_one2one	1
ENSMUSG00000023826	ENSSSCG00000004032	ortholog_one2one	1
ENSMUSG00000037833	ENSSSCG00000010342	ortholog_one2one	1
ENSMUSG00000055862	ENSSSCG00000013455	ortholog_one2one	1
ENSMUSG00000055980	ENSSSCG00000025729	ortholog_one2one	1
ENSMUSG00000026162	ENSSSCG00000016205	ortholog_one2one	1
ENSMUSG00000051041	ENSSSCG00000038540	ortholog_one2one	1
ENSMUSG00000035126	ENSSSCG00000022305	ortholog_one2one	1
ENSMUSG00000038806	ENSSSCG00000010858	ortholog_one2one	1
ENSMUSG00000071711	ENSSSCG00000038190	ortholog_one2one	1
ENSMUSG00000039391	ENSSSCG00000014917	ortholog_one2one	1
ENSMUSG00000015971	ENSSSCG00000011458	ortholog_one2one	1
ENSMUSG00000012535	ENSSSCG00000016572	ortholog_one2one	1
ENSMUSG00000022598	ENSSSCG00000035372	ortholog_one2one	1
ENSMUSG00000072663	ENSSSCG00000016831	ortholog_one2one	1
ENSMUSG00000034432	ENSSSCG00000016323	ortholog_one2one	1
ENSMUSG00000032024	ENSSSCG00000022961	ortholog_one2one	1
ENSMUSG00000055760	ENSSSCG00000008482	ortholog_one2one	1
ENSMUSG00000006313	ENSSSCG00000002901	ortholog_one2one	1
ENSMUSG00000055177	ENSSSCG00000007121	ortholog_one2one	1
ENSMUSG00000015133	ENSSSCG00000004823	ortholog_one2one	1
ENSMUSG00000078307	ENSSSCG00000036943	ortholog_one2one	1
ENSMUSG00000027931	ENSSSCG00000006572	ortholog_one2one	1
ENSMUSG00000032220	ENSSSCG00000004587	ortholog_one2one	1
ENSMUSG00000020018	ENSSSCG00000000895	ortholog_one2one	1
ENSMUSG00000026247	ENSSSCG00000016285	ortholog_one2one	1
ENSMUSG00000000392	ENSSSCG00000015896	ortholog_one2one	1
ENSMUSG00000019843	ENSSSCG00000004421	ortholog_one2one	1
ENSMUSG00000030613	ENSSSCG00000014903	ortholog_one2one	1
ENSMUSG00000028618	ENSSSCG00000034261	ortholog_one2one	1
ENSMUSG00000022340	ENSSSCG00000006023	ortholog_one2one	1
ENSMUSG00000040721	ENSSSCG00000040339	ortholog_one2one	1
ENSMUSG00000032342	ENSSSCG00000004487	ortholog_one2one	1
ENSMUSG00000026434	ENSSSCG00000022398	ortholog_one2one	1
ENSMUSG00000029703	ENSSSCG00000007687	ortholog_one2one	1
ENSMUSG00000033740	ENSSSCG00000006266	ortholog_one2one	1
ENSMUSG00000058997	ENSSSCG00000029837	ortholog_one2one	1
ENSMUSG00000030880	ENSSSCG00000007840	ortholog_one2one	1
ENSMUSG00000028619	ENSSSCG00000063048	ortholog_one2one	1
ENSMUSG00000017767	ENSSSCG00000049990	ortholog_one2one	1
ENSMUSG00000033044	ENSSSCG00000017996	ortholog_one2one	1
ENSMUSG00000032042	ENSSSCG00000015227	ortholog_one2one	1
ENSMUSG00000023393	ENSSSCG00000040931	ortholog_one2one	1
ENSMUSG00000049097	ENSSSCG00000037823	ortholog_one2one	1
ENSMUSG00000028184	ENSSSCG00000003761	ortholog_one2one	1
ENSMUSG00000042558	ENSSSCG00000003634	ortholog_one2one	1
ENSMUSG00000019731	ENSSSCG00000013861	ortholog_one2one	1
ENSMUSG00000024067	ENSSSCG00000008516	ortholog_one2one	1
ENSMUSG00000050395	ENSSSCG00000059646	ortholog_one2one	1
ENSMUSG00000031590	ENSSSCG00000006996	ortholog_one2one	1
